Citizen_ID,District,Age,Gender,Community,Annual_Income,Ration_Card_Type,Education_Level,Occupation,Land_Holding_Acres,Marital_Status,Disability_Status,SHG_Member,Eligible_Scheme
TN-DIN-464917,Dindigul,58,Male,BC,44447,PHH,12th Pass,Agriculture,0.9,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-RAM-793392,Ramanathapuram,31,Female,MBC,37017,PHH,8th Pass,Agriculture,2,Married,0,1,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-TIR-813761,Tirunelveli,43,Female,MBC,49292,PHH,8th Pass,Self-Employed,0,Single,0,0,Not Eligible / General Public
TN-DIN-112930,Dindigul,70,Female,BC,127598,NPHH,8th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-DIN-814349,Dindigul,73,Male,BC,147966,NPHH,Diploma,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-VIR-819645,Virudhunagar,76,Female,MBC,61979,PHH,10th Pass,Unemployed,0,Married,1,0,Differently Abled Pension Scheme
TN-TIR-828458,Tirunelveli,44,Female,MBC,71177,PHH,8th Pass,Self-Employed,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-VIR-828938,Virudhunagar,44,Female,BC,56192,PHH,Graduate,Unemployed,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-TIR-216527,Tirunelveli,79,Male,BC,27440,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-VIR-908138,Virudhunagar,42,Male,ST,154738,NPHH,10th Pass,Agriculture,4.1,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-TEN-927634,Tenkasi,76,Male,BC,37545,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THE-356054,Theni,40,Male,MBC,66195,AAY,8th Pass,Agriculture,2.5,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-TIR-296100,Tirunelveli,77,Female,BC,26066,PHH,10th Pass,Unemployed,0,Widow,0,1,Destitute Widow Pension Scheme
TN-THO-599861,Thoothukudi,42,Male,BC,63036,PHH,Illiterate,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-SIV-967403,Sivaganga,48,Female,BC,63958,PHH,8th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-MAD-706231,Madurai,81,Female,BC,64995,PHH,Graduate,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-RAM-161622,Ramanathapuram,68,Female,BC,25425,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THE-988773,Theni,45,Female,ST,58551,AAY,8th Pass,Agriculture,4.3,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-RAM-935746,Ramanathapuram,20,Female,MBC,30038,PHH,10th Pass,Student,0,Single,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-TEN-758332,Tenkasi,42,Male,BC,20142,PHH,10th Pass,Unemployed,0,Single,0,0,Not Eligible / General Public
TN-TEN-497359,Tenkasi,17,Female,BC,38497,PHH,10th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-TIR-112771,Tirunelveli,72,Male,SC,111251,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-MAD-809724,Madurai,22,Male,BC,53001,AAY,10th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-THO-260557,Thoothukudi,66,Female,MBC,90602,PHH,8th Pass,Unemployed,0,Widow,0,0,Destitute Widow Pension Scheme
TN-TEN-115812,Tenkasi,34,Female,BC,68426,PHH,8th Pass,Agriculture,4.5,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-THO-620119,Thoothukudi,25,Male,SC,110167,PHH,12th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-TIR-463837,Tirunelveli,71,Male,BC,46884,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-VIR-928907,Virudhunagar,46,Female,BC,67374,PHH,10th Pass,Daily Wage,0,Married,1,1,Differently Abled Pension Scheme
TN-TEN-946857,Tenkasi,53,Male,BC,56905,PHH,Illiterate,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-RAM-548001,Ramanathapuram,82,Male,SC,66964,AAY,Illiterate,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THO-610590,Thoothukudi,34,Female,BC,26436,AAY,Graduate,Agriculture,3,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-KAN-399094,Kanyakumari,68,Female,General,193204,NPHH,10th Pass,Unemployed,0,Married,0,1,Not Eligible / General Public
TN-RAM-115735,Ramanathapuram,68,Male,BC,150969,NPHH,10th Pass,Unemployed,0,Widow,0,0,Not Eligible / General Public
TN-DIN-788699,Dindigul,47,Male,General,62934,PHH,Diploma,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-TEN-361015,Tenkasi,21,Female,SC,132113,NPHH,8th Pass,Student,0,Married,0,0,Not Eligible / General Public
TN-DIN-732269,Dindigul,63,Female,SC,42878,PHH,Illiterate,Daily Wage,0,Single,0,0,Indira Gandhi National Old Age Pension
TN-TIR-698954,Tirunelveli,63,Female,BC,30055,AAY,12th Pass,Agriculture,4.9,Married,0,0,Indira Gandhi National Old Age Pension
TN-MAD-357246,Madurai,70,Female,SC,21081,PHH,10th Pass,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-RAM-339441,Ramanathapuram,77,Male,BC,53202,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-TIR-602423,Tirunelveli,78,Female,MBC,97770,PHH,8th Pass,Unemployed,0,Widow,0,1,Destitute Widow Pension Scheme
TN-TIR-831263,Tirunelveli,27,Female,BC,30170,PHH,8th Pass,Agriculture,4.2,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-DIN-216388,Dindigul,67,Male,MBC,54024,PHH,10th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-VIR-721657,Virudhunagar,69,Female,MBC,57261,PHH,10th Pass,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-THE-739284,Theni,72,Female,MBC,218744,NPHH,Graduate,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-THO-385174,Thoothukudi,51,Male,BC,98939,PHH,12th Pass,Daily Wage,0,Separated,0,0,MGNREGS (100 Days Rural Employment)
TN-TIR-195875,Tirunelveli,50,Male,BC,131418,NPHH,Diploma,Self-Employed,0,Married,0,0,Not Eligible / General Public
TN-DIN-638816,Dindigul,27,Female,BC,58916,PHH,8th Pass,Agriculture,1.5,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-DIN-854525,Dindigul,27,Female,BC,41795,PHH,Illiterate,Self-Employed,0,Married,0,0,Not Eligible / General Public
TN-RAM-201433,Ramanathapuram,52,Female,MBC,168551,NPHH,8th Pass,Daily Wage,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-RAM-188889,Ramanathapuram,52,Female,SC,62931,AAY,12th Pass,Agriculture,3.6,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-THO-725248,Thoothukudi,50,Male,BC,58225,PHH,10th Pass,Daily Wage,0,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-RAM-608880,Ramanathapuram,62,Female,BC,68805,PHH,10th Pass,Agriculture,1.1,Married,0,0,Indira Gandhi National Old Age Pension
TN-THO-863033,Thoothukudi,58,Female,BC,103799,PHH,8th Pass,Unemployed,0,Married,0,1,Not Eligible / General Public
TN-THO-571494,Thoothukudi,51,Female,MBC,65820,AAY,10th Pass,Daily Wage,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-SIV-647869,Sivaganga,25,Male,MBC,28206,PHH,Illiterate,Agriculture,3.2,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-DIN-237682,Dindigul,66,Female,MBC,80271,PHH,8th Pass,Unemployed,0,Widow,0,0,Destitute Widow Pension Scheme
TN-THO-746576,Thoothukudi,45,Female,BC,182138,NPHH,10th Pass,Agriculture,3.8,Single,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-MAD-959847,Madurai,81,Female,BC,75567,PHH,Illiterate,Unemployed,0,Widow,0,1,Destitute Widow Pension Scheme
TN-TIR-317323,Tirunelveli,65,Male,SC,141421,NPHH,Illiterate,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-KAN-814951,Kanyakumari,55,Male,BC,20398,PHH,10th Pass,Agriculture,2.3,Single,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-THE-354984,Theni,35,Female,MBC,24863,PHH,10th Pass,Agriculture,4.2,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-SIV-382720,Sivaganga,83,Female,General,18800,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-RAM-615069,Ramanathapuram,20,Female,BC,22881,PHH,Illiterate,Student,0,Single,0,0,Not Eligible / General Public
TN-DIN-550783,Dindigul,39,Male,MBC,58653,PHH,Diploma,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-TIR-109144,Tirunelveli,57,Male,BC,104643,PHH,8th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-TIR-959312,Tirunelveli,18,Female,MBC,57334,PHH,10th Pass,Student,0,Single,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-DIN-586223,Dindigul,48,Male,MBC,59025,PHH,12th Pass,Agriculture,1.2,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-KAN-235975,Kanyakumari,17,Female,MBC,211009,NPHH,8th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-TEN-743689,Tenkasi,39,Male,SC,27013,PHH,Illiterate,Self-Employed,0,Single,0,0,Not Eligible / General Public
TN-KAN-942287,Kanyakumari,73,Male,SC,93659,PHH,Graduate,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-VIR-350234,Virudhunagar,34,Female,MBC,32783,AAY,Diploma,Agriculture,4.9,Widow,0,1,Destitute Widow Pension Scheme
TN-MAD-849323,Madurai,24,Male,BC,226062,NPHH,10th Pass,Daily Wage,0,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-THO-623008,Thoothukudi,82,Female,General,95513,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-TIR-822983,Tirunelveli,22,Female,BC,32117,PHH,12th Pass,Agriculture,1.6,Married,0,1,Pudhumai Penn Scheme (Moovalur Ramamirtham)
TN-VIR-803943,Virudhunagar,56,Female,SC,235190,NPHH,12th Pass,Agriculture,1,Separated,0,1,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-TEN-937139,Tenkasi,36,Male,BC,127572,NPHH,Diploma,Agriculture,3.5,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-THO-263243,Thoothukudi,23,Male,SC,69160,PHH,Diploma,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-SIV-211906,Sivaganga,48,Male,BC,148273,NPHH,12th Pass,Daily Wage,0,Widow,0,0,MGNREGS (100 Days Rural Employment)
TN-DIN-165432,Dindigul,68,Female,MBC,213268,NPHH,Diploma,Unemployed,0,Married,0,1,Not Eligible / General Public
TN-THE-471570,Theni,74,Male,BC,63939,PHH,10th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-MAD-598886,Madurai,69,Male,BC,54940,PHH,Diploma,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-TEN-966207,Tenkasi,20,Male,SC,107541,PHH,12th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-VIR-379361,Virudhunagar,24,Male,BC,46007,PHH,8th Pass,Agriculture,2.1,Single,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-RAM-522492,Ramanathapuram,41,Male,BC,78431,PHH,10th Pass,Daily Wage,0,Widow,0,0,MGNREGS (100 Days Rural Employment)
TN-THE-879179,Theni,39,Male,SC,41019,PHH,Illiterate,Agriculture,1.1,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-THE-851872,Theni,66,Female,BC,47062,AAY,10th Pass,Unemployed,0,Married,1,1,Differently Abled Pension Scheme
TN-SIV-849710,Sivaganga,70,Male,MBC,46295,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THO-490481,Thoothukudi,84,Male,ST,58037,PHH,Graduate,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-TEN-842037,Tenkasi,83,Female,General,17148,PHH,Graduate,Unemployed,0,Widow,0,0,Destitute Widow Pension Scheme
TN-DIN-399256,Dindigul,26,Male,BC,34706,PHH,Illiterate,Daily Wage,0,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-TIR-418786,Tirunelveli,74,Female,BC,153290,NPHH,12th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-THO-755084,Thoothukudi,71,Female,MBC,167336,NPHH,12th Pass,Unemployed,0,Widow,0,0,Not Eligible / General Public
TN-TEN-768023,Tenkasi,21,Male,MBC,127286,NPHH,10th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-SIV-512719,Sivaganga,70,Male,MBC,144746,NPHH,10th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-RAM-632191,Ramanathapuram,74,Female,MBC,28839,AAY,8th Pass,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-MAD-103076,Madurai,23,Male,SC,64112,PHH,Graduate,Daily Wage,0,Separated,0,0,MGNREGS (100 Days Rural Employment)
TN-MAD-122564,Madurai,36,Male,MBC,111969,PHH,12th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-DIN-276421,Dindigul,26,Female,SC,48753,PHH,8th Pass,Agriculture,1.9,Married,0,1,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-RAM-746664,Ramanathapuram,19,Female,MBC,102392,PHH,Graduate,Student,0,Single,0,0,Pudhumai Penn Scheme (Moovalur Ramamirtham)
TN-VIR-179154,Virudhunagar,69,Male,SC,37825,AAY,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-DIN-514297,Dindigul,66,Male,BC,28738,AAY,8th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-THE-533148,Theni,63,Male,BC,29935,PHH,Graduate,Agriculture,1.9,Married,0,0,Indira Gandhi National Old Age Pension
TN-VIR-982891,Virudhunagar,61,Male,SC,30232,PHH,Graduate,Agriculture,0.8,Married,0,0,Indira Gandhi National Old Age Pension
TN-VIR-372960,Virudhunagar,79,Male,ST,79890,PHH,Illiterate,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-MAD-710637,Madurai,17,Female,MBC,34931,PHH,10th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-TIR-410644,Tirunelveli,74,Female,SC,28098,PHH,Diploma,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-DIN-289388,Dindigul,26,Female,BC,57363,PHH,8th Pass,Daily Wage,0,Married,1,0,Differently Abled Pension Scheme
TN-DIN-330032,Dindigul,52,Female,BC,59219,PHH,12th Pass,Self-Employed,0,Married,1,1,Differently Abled Pension Scheme
TN-VIR-693808,Virudhunagar,51,Female,MBC,51163,PHH,8th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-THO-645048,Thoothukudi,65,Female,General,34748,PHH,Graduate,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-MAD-216688,Madurai,84,Male,SC,109546,PHH,10th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-KAN-230675,Kanyakumari,68,Male,BC,63298,PHH,8th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-VIR-928984,Virudhunagar,26,Female,BC,29890,PHH,8th Pass,Agriculture,2.6,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-KAN-301856,Kanyakumari,72,Female,MBC,132626,NPHH,10th Pass,Unemployed,0,Married,1,1,Differently Abled Pension Scheme
TN-KAN-584501,Kanyakumari,63,Female,MBC,15423,PHH,12th Pass,Self-Employed,0,Single,1,1,Differently Abled Pension Scheme
TN-THO-933348,Thoothukudi,79,Male,General,65262,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-TEN-258956,Tenkasi,60,Female,MBC,40198,PHH,10th Pass,Daily Wage,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-TIR-984568,Tirunelveli,56,Female,BC,20136,PHH,Graduate,Daily Wage,0,Married,0,1,Kalaignarin Kanavu Illam (Housing)
TN-THO-345557,Thoothukudi,27,Male,SC,78736,PHH,8th Pass,Agriculture,3.7,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-DIN-569035,Dindigul,50,Female,SC,90857,PHH,10th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-RAM-251956,Ramanathapuram,56,Female,BC,34114,PHH,10th Pass,Agriculture,1.5,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-TEN-657334,Tenkasi,57,Female,MBC,108359,PHH,8th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-RAM-470077,Ramanathapuram,75,Male,SC,156811,NPHH,12th Pass,Unemployed,0,Widow,1,0,Differently Abled Pension Scheme
TN-DIN-263130,Dindigul,57,Female,MBC,100662,PHH,10th Pass,Daily Wage,0,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-MAD-527927,Madurai,52,Male,BC,58810,AAY,10th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-TIR-705938,Tirunelveli,73,Female,BC,42524,PHH,Illiterate,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-TIR-316925,Tirunelveli,73,Female,SC,41212,PHH,8th Pass,Unemployed,0,Widow,0,0,Destitute Widow Pension Scheme
TN-TIR-125319,Tirunelveli,29,Male,MBC,68451,PHH,10th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-THE-518070,Theni,58,Female,SC,57277,PHH,10th Pass,Unemployed,0,Single,1,0,Differently Abled Pension Scheme
TN-SIV-194220,Sivaganga,29,Female,BC,33643,PHH,Illiterate,Agriculture,3.4,Single,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-RAM-417579,Ramanathapuram,36,Female,MBC,18016,PHH,12th Pass,Agriculture,4.4,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-RAM-819284,Ramanathapuram,53,Female,SC,115770,PHH,12th Pass,Agriculture,3.3,Separated,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-RAM-659364,Ramanathapuram,31,Male,SC,37855,AAY,Illiterate,Daily Wage,0,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-KAN-235356,Kanyakumari,27,Female,MBC,59500,PHH,10th Pass,Weaver,0,Married,0,0,Not Eligible / General Public
TN-KAN-144069,Kanyakumari,32,Male,BC,65370,PHH,Diploma,Agriculture,2.1,Single,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-THE-894825,Theni,81,Male,MBC,26850,AAY,10th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-DIN-395391,Dindigul,24,Male,MBC,103837,PHH,Graduate,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-TEN-311736,Tenkasi,36,Male,MBC,71906,PHH,12th Pass,Unemployed,0,Single,0,0,Not Eligible / General Public
TN-SIV-599850,Sivaganga,60,Male,BC,35564,PHH,12th Pass,Self-Employed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-DIN-801126,Dindigul,30,Male,MBC,63160,AAY,8th Pass,Daily Wage,0,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-TIR-659223,Tirunelveli,77,Female,BC,38955,PHH,Diploma,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THO-741153,Thoothukudi,49,Female,BC,58645,PHH,12th Pass,Agriculture,1.4,Married,0,1,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-DIN-396907,Dindigul,70,Male,BC,22153,PHH,8th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-VIR-371490,Virudhunagar,42,Male,General,24174,PHH,10th Pass,Unemployed,0,Single,0,0,Not Eligible / General Public
TN-THE-966511,Theni,73,Female,BC,34829,PHH,10th Pass,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-THE-505219,Theni,70,Female,ST,53617,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-VIR-964793,Virudhunagar,78,Female,MBC,45194,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-RAM-382478,Ramanathapuram,44,Male,MBC,108169,PHH,10th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-MAD-580142,Madurai,70,Male,MBC,78396,PHH,8th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-DIN-884338,Dindigul,57,Male,BC,29084,PHH,Graduate,Daily Wage,0,Widow,0,0,MGNREGS (100 Days Rural Employment)
TN-TIR-710586,Tirunelveli,48,Male,MBC,83185,PHH,8th Pass,Self-Employed,0,Married,0,0,Not Eligible / General Public
TN-RAM-590493,Ramanathapuram,71,Male,SC,91962,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-MAD-244119,Madurai,48,Female,BC,114967,PHH,Illiterate,Agriculture,4,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-TEN-136363,Tenkasi,40,Female,SC,17549,PHH,10th Pass,Agriculture,0.9,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-TEN-786466,Tenkasi,38,Female,ST,29655,AAY,8th Pass,Daily Wage,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-MAD-181966,Madurai,31,Female,General,73736,PHH,10th Pass,Agriculture,1,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-TEN-868050,Tenkasi,54,Female,SC,18886,PHH,12th Pass,Self-Employed,0,Married,0,0,Not Eligible / General Public
TN-TEN-822271,Tenkasi,25,Female,BC,114395,PHH,10th Pass,Daily Wage,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-TIR-474780,Tirunelveli,76,Female,SC,40449,PHH,8th Pass,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-KAN-734984,Kanyakumari,35,Female,BC,58877,PHH,Illiterate,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-MAD-649353,Madurai,82,Male,BC,32488,PHH,8th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-TEN-436375,Tenkasi,29,Male,BC,16961,AAY,10th Pass,Agriculture,3.7,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-TIR-587434,Tirunelveli,85,Male,BC,94927,PHH,Illiterate,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-SIV-690674,Sivaganga,75,Male,BC,56619,PHH,12th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-DIN-270503,Dindigul,48,Male,MBC,43630,PHH,10th Pass,Agriculture,3.3,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-TEN-273398,Tenkasi,23,Male,General,56009,PHH,8th Pass,Agriculture,4.9,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-THO-294942,Thoothukudi,24,Female,BC,50605,PHH,8th Pass,Agriculture,4.7,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-THE-543437,Theni,52,Female,SC,30000,PHH,8th Pass,Agriculture,4.7,Widow,0,1,Destitute Widow Pension Scheme
TN-RAM-851992,Ramanathapuram,25,Male,BC,80165,PHH,Diploma,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-THE-711958,Theni,59,Female,SC,71512,PHH,Illiterate,Daily Wage,0,Widow,0,0,Destitute Widow Pension Scheme
TN-RAM-462047,Ramanathapuram,60,Male,MBC,62922,AAY,8th Pass,Self-Employed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-RAM-780324,Ramanathapuram,59,Female,SC,92349,PHH,8th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-KAN-175650,Kanyakumari,62,Female,BC,37282,AAY,Graduate,Daily Wage,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-TIR-846754,Tirunelveli,59,Female,BC,105150,PHH,12th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-VIR-757618,Virudhunagar,34,Female,BC,48033,PHH,8th Pass,Unemployed,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-THO-146847,Thoothukudi,23,Female,BC,51618,PHH,Illiterate,Agriculture,1,Single,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-THE-392202,Theni,65,Male,General,115496,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THE-898636,Theni,38,Female,BC,23434,AAY,12th Pass,Agriculture,3.6,Widow,0,1,Destitute Widow Pension Scheme
TN-THO-166752,Thoothukudi,64,Male,SC,32995,PHH,12th Pass,Daily Wage,0,Single,0,0,Indira Gandhi National Old Age Pension
TN-VIR-964875,Virudhunagar,78,Female,BC,240012,NPHH,Illiterate,Unemployed,0,Married,0,1,Not Eligible / General Public
TN-KAN-712397,Kanyakumari,44,Male,General,129629,NPHH,Illiterate,Weaver,0,Married,0,0,Not Eligible / General Public
TN-THO-675429,Thoothukudi,52,Male,BC,76686,PHH,8th Pass,Agriculture,2.4,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-TIR-368689,Tirunelveli,75,Male,SC,19460,PHH,8th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THO-379316,Thoothukudi,40,Male,MBC,220477,NPHH,Illiterate,Daily Wage,0,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-KAN-498768,Kanyakumari,41,Male,BC,86861,PHH,12th Pass,Agriculture,3.1,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-VIR-933742,Virudhunagar,84,Male,MBC,15493,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-DIN-379687,Dindigul,69,Male,MBC,62798,PHH,Graduate,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-TIR-792280,Tirunelveli,44,Female,SC,97750,PHH,12th Pass,Agriculture,3.8,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-THO-687375,Thoothukudi,43,Female,SC,51373,PHH,10th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-THO-924937,Thoothukudi,51,Female,MBC,34971,PHH,10th Pass,Daily Wage,0,Widow,0,0,Destitute Widow Pension Scheme
TN-MAD-508615,Madurai,29,Male,SC,48013,PHH,12th Pass,Unemployed,0,Single,0,0,Not Eligible / General Public
TN-DIN-101001,Dindigul,46,Female,MBC,56464,PHH,Illiterate,Unemployed,0,Married,1,0,Differently Abled Pension Scheme
TN-MAD-905757,Madurai,53,Female,BC,99222,PHH,Illiterate,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-VIR-334940,Virudhunagar,83,Male,ST,84259,PHH,Illiterate,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
